,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,DC,Canada,China,Italy,Spain,South Korea,Australia,Germany,France,Japan,Iran,UK,World,US,Pacific,Rockies,Southwest,Midwest,Northeast,Southeast,Southeast-,Mid-Atlantic
2020-04-06,53.0,4.0,67.0,16.0,386.0,150.0,206.0,15.0,253.0,294.0,5.0,13.0,309.0,141.0,25.0,25.0,52.0,512.0,10.0,92.0,260.0,727.0,30.0,51.0,56.0,6.0,10.0,58.0,9.0,1005.0,12.0,4758.0,40.0,3.0,142.0,51.0,29.0,169.0,27.0,48.0,4.0,65.0,159.0,13.0,23.0,54.0,383.0,4.0,83.0,0.0,0.0,339.0,3335.0,16523.0,13341.0,186.0,40.0,1810.0,8926.0,85.0,3739.0,5385.0,74565.0,10958.0,798.0,240.0,289.0,1555.0,6467.0,1549.0,1384.0,165.0
2020-04-07,64.0,4.0,77.0,18.0,447.0,179.0,277.0,16.0,295.0,348.0,5.0,15.0,384.0,173.0,26.0,30.0,66.0,582.0,12.0,104.0,356.0,845.0,34.0,59.0,79.0,6.0,12.0,60.0,13.0,1232.0,13.0,5563.0,50.0,4.0,167.0,67.0,33.0,240.0,30.0,51.0,6.0,72.0,177.0,13.0,23.0,69.0,409.0,4.0,94.0,0.0,0.0,375.0,3335.0,17127.0,14045.0,192.0,45.0,2016.0,10343.0,92.0,3872.0,6171.0,81865.0,12957.0,889.0,273.0,334.0,1854.0,7746.0,1798.0,1605.0,193.0
2020-04-08,67.0,5.0,80.0,18.0,506.0,192.0,335.0,19.0,322.0,370.0,5.0,19.0,464.0,203.0,27.0,38.0,73.0,652.0,14.0,124.0,433.0,959.0,39.0,67.0,86.0,6.0,14.0,80.0,18.0,1504.0,16.0,6268.0,61.0,4.0,193.0,79.0,38.0,313.0,35.0,63.0,6.0,83.0,195.0,13.0,23.0,75.0,430.0,4.0,107.0,0.0,0.0,407.0,3337.0,17669.0,14792.0,200.0,50.0,2349.0,10887.0,93.0,3993.0,7111.0,88338.0,14803.0,974.0,310.0,370.0,2140.0,8943.0,1998.0,1776.0,222.0
2020-04-09,78.0,5.0,89.0,21.0,548.0,227.0,380.0,23.0,370.0,412.0,6.0,24.0,534.0,246.0,27.0,42.0,84.0,702.0,16.0,139.0,503.0,1076.0,50.0,76.0,94.0,6.0,15.0,82.0,21.0,1700.0,17.0,7067.0,74.0,5.0,213.0,80.0,44.0,344.0,43.0,67.0,7.0,95.0,228.0,13.0,23.0,109.0,456.0,5.0,116.0,0.0,0.0,503.0,3339.0,18279.0,15447.0,204.0,51.0,2607.0,12228.0,94.0,4110.0,7993.0,95455.0,16674.0,1048.0,352.0,414.0,2425.0,10097.0,2255.0,1979.0,276.0
2020-04-10,80.0,5.0,97.0,24.0,594.0,253.0,448.0,32.0,418.0,425.0,8.0,25.0,607.0,300.0,31.0,50.0,90.0,755.0,17.0,172.0,599.0,1280.0,57.0,82.0,105.0,6.0,18.0,86.0,22.0,1932.0,19.0,7844.0,78.0,7.0,231.0,88.0,48.0,435.0,49.0,72.0,7.0,104.0,246.0,17.0,24.0,121.0,483.0,5.0,131.0,0.0,0.0,557.0,3340.0,18849.0,16081.0,208.0,54.0,2767.0,13215.0,99.0,4232.0,8974.0,102525.0,18711.0,1125.0,387.0,450.0,2824.0,11370.0,2458.0,2128.0,330.0
2020-04-11,93.0,6.0,112.0,25.0,632.0,274.0,494.0,33.0,445.0,432.0,8.0,27.0,682.0,330.0,34.0,55.0,94.0,806.0,19.0,207.0,686.0,1391.0,64.0,93.0,116.0,6.0,18.0,111.0,23.0,2183.0,20.0,8627.0,86.0,7.0,247.0,93.0,51.0,515.0,56.0,80.0,7.0,107.0,265.0,18.0,25.0,130.0,498.0,6.0,141.0,0.0,0.0,654.0,3343.0,19468.0,16606.0,211.0,57.0,2767.0,13851.0,99.0,4357.0,9892.0,108502.0,20574.0,1181.0,436.0,490.0,3091.0,12628.0,2637.0,2261.0,376.0
2020-04-12,93.0,6.0,117.0,27.0,676.0,290.0,554.0,35.0,460.0,438.0,9.0,27.0,727.0,343.0,41.0,56.0,98.0,840.0,19.0,236.0,756.0,1486.0,70.0,96.0,116.0,6.0,18.0,113.0,23.0,2350.0,26.0,9385.0,86.0,8.0,253.0,96.0,52.0,525.0,63.0,82.0,7.0,107.0,288.0,18.0,27.0,141.0,511.0,8.0,145.0,0.0,0.0,713.0,3343.0,19899.0,17209.0,214.0,60.0,3022.0,14412.0,108.0,4474.0,10629.0,114089.0,22055.0,1239.0,454.0,527.0,3269.0,13702.0,2747.0,2327.0,420.0
2020-04-13,104.0,6.0,122.0,30.0,725.0,308.0,602.0,41.0,498.0,479.0,9.0,33.0,800.0,350.0,44.0,63.0,106.0,884.0,19.0,262.0,844.0,1601.0,70.0,98.0,136.0,7.0,19.0,114.0,23.0,2443.0,31.0,10056.0,91.0,9.0,274.0,98.0,53.0,563.0,73.0,87.0,7.0,114.0,320.0,18.0,28.0,149.0,525.0,9.0,155.0,1.0,0.0,780.0,3345.0,20465.0,17756.0,217.0,61.0,3194.0,14986.0,123.0,4585.0,11347.0,119482.0,23606.0,1303.0,481.0,571.0,3527.0,14651.0,2952.0,2491.0,461.0
2020-04-14,114.0,7.0,131.0,32.0,778.0,329.0,671.0,43.0,570.0,517.0,9.0,39.0,878.0,387.0,44.0,69.0,115.0,1013.0,20.0,302.0,957.0,1766.0,79.0,111.0,151.0,7.0,21.0,130.0,27.0,2805.0,36.0,10834.0,116.0,9.0,324.0,109.0,55.0,746.0,80.0,97.0,7.0,123.0,365.0,19.0,29.0,154.0,552.0,10.0,172.0,1.0,0.0,900.0,3345.0,21067.0,18056.0,222.0,62.0,3294.0,15748.0,143.0,4683.0,12129.0,125984.0,26080.0,1385.0,525.0,641.0,3906.0,16169.0,3317.0,2808.0,509.0
2020-04-15,123.0,7.0,142.0,34.0,885.0,355.0,868.0,46.0,613.0,569.0,9.0,41.0,958.0,436.0,53.0,76.0,124.0,1103.0,24.0,349.0,1108.0,1919.0,87.0,122.0,164.0,7.0,22.0,137.0,32.0,3156.0,36.0,11586.0,128.0,9.0,361.0,123.0,58.0,833.0,87.0,107.0,7.0,137.0,395.0,20.0,30.0,195.0,572.0,12.0,184.0,2.0,0.0,1007.0,3346.0,21645.0,18708.0,225.0,63.0,3804.0,17188.0,146.0,4777.0,12894.0,134177.0,28582.0,1515.0,562.0,696.0,4275.0,17724.0,3662.0,3060.0,602.0
2020-04-16,137.0,7.0,152.0,37.0,971.0,374.0,971.0,52.0,667.0,611.0,9.0,41.0,1081.0,477.0,60.0,80.0,131.0,1156.0,27.0,392.0,1245.0,2091.0,94.0,129.0,170.0,7.0,24.0,142.0,34.0,3518.0,44.0,12192.0,140.0,9.0,389.0,131.0,64.0,864.0,105.0,109.0,7.0,144.0,428.0,21.0,35.0,208.0,588.0,13.0,197.0,2.0,0.0,1258.0,3346.0,22170.0,19315.0,229.0,63.0,4052.0,17941.0,178.0,4869.0,13759.0,143801.0,30723.0,1623.0,587.0,755.0,4679.0,18991.0,3926.0,3261.0,665.0
2020-04-17,151.0,7.0,174.0,37.0,1050.0,389.0,1036.0,61.0,725.0,661.0,9.0,43.0,1142.0,519.0,64.0,84.0,139.0,1213.0,29.0,425.0,1404.0,2226.0,111.0,140.0,184.0,8.0,24.0,151.0,37.0,3840.0,51.0,12822.0,159.0,9.0,418.0,136.0,70.0,1027.0,118.0,116.0,7.0,150.0,461.0,23.0,35.0,238.0,610.0,16.0,205.0,2.0,0.0,1355.0,4636.0,22745.0,20002.0,230.0,66.0,4352.0,18703.0,190.0,4958.0,14607.0,153822.0,32910.0,1730.0,616.0,822.0,4993.0,20348.0,4231.0,3491.0,740.0
2020-04-18,151.0,7.0,181.0,38.0,1146.0,409.0,1086.0,67.0,747.0,670.0,9.0,44.0,1272.0,545.0,74.0,86.0,145.0,1267.0,32.0,463.0,1560.0,2307.0,121.0,152.0,194.0,10.0,28.0,155.0,38.0,4070.0,53.0,13362.0,175.0,9.0,451.0,139.0,72.0,1150.0,137.0,119.0,7.0,152.0,487.0,25.0,37.0,258.0,629.0,18.0,212.0,2.0,0.0,1400.0,4636.0,23227.0,20043.0,232.0,67.0,4459.0,19345.0,222.0,5031.0,15498.0,159510.0,34726.0,1847.0,645.0,860.0,5306.0,21472.0,4418.0,3612.0,806.0
2020-04-19,151.0,7.0,181.0,38.0,1146.0,409.0,1086.0,67.0,747.0,670.0,9.0,44.0,1272.0,545.0,74.0,86.0,145.0,1267.0,32.0,463.0,1560.0,2307.0,121.0,152.0,194.0,10.0,28.0,155.0,38.0,4070.0,53.0,13362.0,175.0,9.0,451.0,139.0,72.0,1150.0,137.0,119.0,7.0,152.0,487.0,25.0,37.0,258.0,629.0,18.0,212.0,2.0,0.0,1564.0,4636.0,23660.0,20453.0,234.0,67.0,4586.0,19744.0,236.0,5118.0,16095.0,165044.0,34726.0,1847.0,645.0,860.0,5306.0,21472.0,4418.0,3612.0,806.0
