,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,DC,Canada,US,China,Italy,Spain,South Korea,Australia,Germany,France,Japan,Iran,UK,World,Pacific,Rockies,Southwest,Midwest,Northeast,Southeast,Southeast-,Mid-Atlantic
2020-03-26,2.1439128266662673,3.331614492525515,2.6974348306858666,3.73573516706549,3.3813130848878052,2.934364679491826,2.33276767884477,3.208882282756757,3.185333840999142,3.05456525679808,3.934422688407326,2.7214297739317956,3.0552271731310627,2.3878890978463376,3.8982795431395525,2.9015017567862307,2.982543986531852,3.076392526937483,5.611069619726154,2.977836016599092,1.8323621139274016,2.7320226021037213,5.396653733543032,3.119025101274625,2.0332458011620105,2.1361583713285786,5.586300654420903,3.857987090552794,6.820962907549682,2.3554387176816936,6.739459856105083,3.4927420628735586,2.819674398601111,3.918829307556414,3.0915457908073725,1.8583373258007208,4.130229323846455,2.201536095758075,4.699235167352074,5.8967834791645295,4.188732946739639,3.5831464626484877,2.8734310382825394,4.809757490487616,2.7907961760727047,3.4266076578069473,5.660217581284867,1.7642495455702347,3.863611380134354,2.9197627689319012,3.1750787785317405,3.148126895033205,3.1880081059019196,593.5781622413206,8.977801320312,4.1796115666636116,67.58394502953811,4.05190531304402,5.028215884282053,5.411630740044566,10.06033788502068,8.537124135991451,3.6926141106195605,6.180502738834438,4.192958681662512,3.238946541827434,2.7991488533460434,2.9675658109456755,3.1249697791424897,3.154579663928554,3.1622072389360865,3.102913923917197
2020-03-25,2.3455340010639434,2.8968044980537844,2.1435753737979084,3.9320499682117416,3.4680635663440587,3.8034728792498225,2.1126873916176385,2.758714952090381,4.029991539292537,2.9827113353144847,3.846774332651344,2.6894318890159914,3.6137570560618526,2.448140001655566,4.298169998295051,2.874330319255307,3.206665443976613,2.7255771304764527,4.450948179562972,3.747275293076296,1.9886900589900303,2.60984880981051,3.865147357150211,3.4684737183503342,1.4817287624499909,3.208882282756757,6.285068356830672,3.918829307556414,5.5002057976438,2.4967369408267843,3.0386241082878898,3.1090499709886523,3.151572642977908,4.382772829438659,3.0497158961968758,2.3229472557059667,4.141555281595185,2.2941284105627044,4.481928719902129,2.6949078385021012,3.1080527536459437,3.492172020996346,3.209949051181987,2.8049417340908196,2.370895706493891,3.537748754518128,7.98563261742936,2.3338998143751444,4.2565129605851535,3.9526113493947617,3.4306528824585563,2.6199331126425367,3.115625092827431,642.1766716489009,9.064932087858148,3.7893181136354803,78.12173910187083,4.5050611783551116,5.123962063798038,4.553016954556626,11.22607283293529,9.366209580291223,4.012137567538506,6.350251834669239,4.8219733504415405,3.528183032856705,2.848548171416354,3.017278781944085,2.921287559763685,3.2104912257717544,3.1772306002851867,3.448515833442305
2020-03-24,3.388145104454677,2.5411405452523095,2.0462659296082117,3.5542929778536383,3.348780794712063,3.368812456339879,1.794741208271128,2.4822382987357834,2.7287866624217223,2.9499305961166127,2.3393641843333426,2.564266937027182,2.9143320579407535,1.9690699075763334,3.4612716675042954,3.6992911544596727,3.344830231987527,2.406740726053645,3.9821597521912837,3.5103066566628476,2.6258407058440203,2.5292807382077642,3.2630631246736206,2.5154172481688626,1.6702194242119994,2.343552410715393,3.7666362628650636,3.8069897098641117,3.4213308398114153,2.0414053077338474,2.463880669315858,2.6479303697781633,3.098241711842192,8.274262468351179,2.5146507438407144,3.0,3.4038478095182167,2.3878890978463376,3.2974200651340064,3.0,2.728424436027254,2.8377336759353167,4.184318857837175,2.650865905426359,1.7524647990346656,3.299042950556399,7.963567844254966,2.0555947683257436,3.8943755450712034,8.970781114429993,3.4373521477603144,2.663405981194268,2.788375767803843,592.189442865056,8.138222473410782,4.597734184647608,77.91327293969759,3.217376523166827,5.259009814496847,4.539234010210553,12.26841527498797,11.209280372778975,4.3595504122023305,6.567271659711752,4.732157445540449,3.230426704226873,3.320869439214559,2.7193431483370993,2.5468334640348353,2.841149764116298,2.788902114287078,3.245858744085236
2020-03-23,2.419998064889489,2.26941239209809,1.8854705746652187,3.0,3.5681978800459415,3.1393695463510003,2.734594768724435,3.573405312004388,2.669209126125228,3.416033532969057,2.7102347039640735,1.9182801342484987,2.6425668571655083,1.817575031939641,2.454203697303755,3.2158276893932447,2.1614990630697326,2.6707154906612685,3.2116060957935293,3.1225911500713526,3.2902933100259473,2.3666754442094264,2.927187188638213,1.8314192754358902,1.6492814032627758,2.5411405452523095,6.479873843984774,2.7180119051555938,2.5025445369955475,1.7899289037014459,3.1619730941902526,2.2565252815571704,2.89223637582513,4.552607090133047,2.2115173953381904,4.13713123417559,4.029339967385174,2.4918821897076415,3.0831432713571374,2.4156756148162,3.0,2.146062899861511,3.1779586324326448,1.7439606189867627,2.188442884329919,2.8356798684190005,5.521338694400571,2.5154172481688626,2.8906410550681434,6.629655441018274,3.962260911812403,2.615993053752977,2.5148897215340664,687.8466166665971,6.770172514929457,3.828123496946052,59.25800320032383,2.7562684058435134,5.456108208946015,4.465865205933441,13.14870422192304,13.008669784176561,4.028423686511812,6.315935120536643,4.391178792961758,2.668670877655428,2.8940159366946414,2.4752542675999796,2.243432703301362,2.6914810051170095,2.631953625664856,3.1555539676915947
2020-03-22,2.9725970250592497,2.6041596737631494,1.7083558480001475,2.1244564608593675,3.797800747981488,2.7440559870399994,2.8838836817274403,3.331614492525515,2.3666025418370302,2.694104549233664,1.7361910336077186,1.5520834151568104,2.2836267918066055,1.6992019025284189,2.9057899945141266,3.208882282756757,2.0310793575766106,2.741293274994244,3.869501261744374,2.5225551087433136,3.067991759340713,1.8385611431284707,3.3040707881512876,1.4636782620756874,2.0151171597811026,1.8427165021963794,3.6834929380078405,3.0,3.999884019407492,2.1944265783304244,4.263743839748846,1.925206395959672,2.289812523061941,4.706399720151497,1.8976344288139022,4.945129079980846,3.442399016363482,2.298813020576544,3.2765120156870142,2.3531998600757484,3.2158276893932447,1.7509526264070265,2.296550303646436,2.9471808951459058,2.417389540970378,2.6041596737631494,5.5829132495528215,1.0,2.3795091289540657,5.654885539590724,2.2214040098765975,3.4178520681557343,2.3030007837877275,701.2846748124074,5.690110869758818,4.470018539234854,54.678964579680915,2.65584115749711,4.290837372991723,5.219514448443353,12.872257845440151,12.858282995669281,2.7782444816232443,6.334689176055839,4.580874480948575,2.7604667841710135,2.382921978366,2.160849872018108,2.0195812807109284,2.354490891345831,2.332263266044394,2.50318835054963
2020-03-21,1.9869378105886564,2.26941239209809,1.4099364017403766,1.5903786601759735,3.4844871673350175,2.7681192006631052,1.9835366446109597,2.4117198337858454,2.8050126163328515,2.223511337574525,2.1396500465106927,1.5,1.3533899395808753,1.749681489736501,2.4400522947619363,1.804006685076747,1.7771922324985114,2.5280864819453157,4.070746346570171,2.5357839237669006,2.3659505872171462,0.9239262563290456,3.5640547285305244,1.4692772829416285,1.470928305131171,3.2158276893932447,4.525125673948713,1.9360369972500222,2.775413548470293,1.296872919156195,3.3233529401956656,1.3449119160271676,1.6183756344584925,1.3498966119565567,1.9634387344369504,2.0270366950064655,4.024538021965146,2.1716641017543243,3.0,1.610078089986712,8.622590009085613,1.3443904196588965,1.7164767961629201,2.1200851578342714,4.360110263602038,2.945173596186426,3.648224408077152,1.0,1.8564478249617813,4.864827836042446,2.285557160741619,3.1252521016359536,1.7532100746263972,831.8120359137854,5.126527847335044,3.4592957216744944,46.35407612554014,3.2787041289085437,3.53114612079255,4.541920561515535,16.68443009952952,12.121483694596058,3.1931832357679903,5.966483821104886,3.5905569492184566,2.4217241059530528,1.7483049178138728,1.4851547825079725,1.4188151784636016,2.1277050264025994,2.066029472809239,2.5659179499329148
2020-03-20,2.7532099359558067,1.5,1.527904016339546,1.4114120972257136,3.9797543062349297,2.5382908727273596,1.9835366446109597,2.4039857825729554,2.170604271976888,1.9679603476384215,2.17626021383776,1.9690699075763334,1.6117109614476015,1.974497184939439,3.098241711842192,2.3264711944835046,3.512267216825132,2.0593751938110323,3.7158378775400003,2.2861010942743603,3.2544538811361354,0.972082867561436,3.196251588412138,1.5547177694253311,1.322466283496399,4.070746346570171,3.6713597367115307,2.9253021404035877,3.9526113493947617,1.7271499274803346,3.3233529401956656,1.313352381096365,2.1033962944885403,1.12656380600848,2.192118688980967,2.1949361889437293,3.804712262626323,2.0893997583809583,2.4363987326391676,2.108679852863206,8.622590009085613,1.8129815508743699,1.6298217340816312,4.894148724201668,2.3566036260917347,3.469619416920227,5.97389616537728,1.0686215613240666,1.9690699075763334,3.804712262626323,1.774816593979379,3.060452653959846,1.907452604345572,878.9318758247825,5.193198947386062,3.7647719694483754,53.14424663899062,3.7158378775400003,2.726338303879768,4.182109002267352,22.50311809255921,10.68154403263425,2.9008294526880394,6.450687222669196,4.890540285774185,2.8494988770936027,1.7510205262990635,1.6373435798263052,1.454482430087727,2.094260617991438,2.040354566124579,2.4566999976006367
2020-03-19,2.101692163544311,0.9463946303571862,2.26941239209809,2.0070048593993666,3.879556599843737,3.7887682339341486,1.2468867525432188,1.5732418036508555,2.101165269027028,2.407620234762346,2.5154172481688626,2.637354467360322,1.4948773013648469,2.375232207565673,3.205574579401052,1.8427165021963794,3.6713597367115307,1.964318800018913,1.8599150694478248,2.16776322208373,4.078856892932553,1.1296100071005482,4.161776990239705,1.5436732392610653,1.2662321412774695,4.60068580235386,4.360110263602038,2.7829248694704867,2.1866386826337103,1.4566345717454035,2.8795756407767485,1.2135969577080896,1.7703428707687892,0.7194373997043944,2.3981551979464824,1.4035064581961212,2.5553022782690267,2.113101672978896,2.8113204862637753,2.3157870817137653,21.81762269202514,1.9152846335198794,1.8599150694478248,2.894283750546053,3.4306528824585563,2.956693965886365,4.94979430004499,0.0,1.7061992040161087,1.1605584217036247,3.4782750800829993,3.168271113082011,1.9201707301721047,1370.985689214194,5.430267313931411,3.5152667191150018,53.08849735763161,3.5166266558393744,2.790717942512036,4.21912625439965,18.3487661225991,10.129731834386636,3.7115630842081373,7.1613361279745735,4.362634043281567,3.240768985658433,1.9198836548137406,1.720077299662882,1.3641125253722446,2.1359607028365497,2.0848106475867523,2.4751444404698546
2020-03-18,1.547508946081004,1.1605584217036247,2.8450910945594408,2.8724788318827654,3.66766335411274,6.120713263732771,1.9966717604492485,2.0825052607128156,2.0702066447488923,2.9783533266399087,2.454203697303755,3.537748754518128,3.7467628354241365,3.1137317810085765,4.360110263602038,2.564266937027182,6.929056049097101,2.0028976467778956,1.6598842669953366,2.128579035864391,7.305805833402314,2.2545451992138323,2.637354467360322,1.6992019025284189,1.6233793408196897,4.60068580235386,6.030154881293901,2.5075284093734522,3.0,2.0747087581158374,3.644659154873228,1.6957542579339524,2.7652601171179088,1.1605584217036247,2.465460158361204,2.0825052607128156,3.269619921754593,2.492660373815763,4.152444403453111,4.014806984909656,10.362457442482139,2.9458594359980688,2.3720980051796237,3.4679257675908257,2.564266937027182,3.871300202377248,4.565049608138191,0.0,1.9690699075763334,1.2920296742201791,3.144007126566714,2.1521339536804955,2.5997892712387656,1702.4637838676426,5.668980439619838,3.593045186621505,68.65360311518788,3.2070880967393047,2.754969765734759,2.987602031003588,35.92271942928732,9.46890520538547,2.4843827261652556,8.331906483987957,4.108686164284281,4.196160500676388,2.4904166285841023,2.813285584638492,1.9410988121292823,2.4425238772659195,2.388026840390826,2.75014031789713
2020-03-17,1.1109301866086894,0.0,4.070746346570171,3.4306528824585563,2.891030441974267,4.520001375808918,1.8427165021963794,2.1200851578342714,1.9907628752296267,2.61910273770363,2.26941239209809,1.5,2.254085171907816,3.3080065164718313,6.879170120145567,2.564266937027182,3.3591435137582963,2.225645919458183,0.8784676597646475,2.48663253185872,4.5477982601871,2.17626021383776,1.9807560663410795,1.6598842669953366,2.0555947683257436,3.537748754518128,5.128533874054364,2.1200851578342714,1.5847150672841257,1.5367502489192209,2.4966007508142707,1.764468905081797,2.1200851578342714,1.8927892607143724,2.196756972278411,1.334562605804099,2.8724788318827654,2.394700871081297,14.878453363921173,2.2959277298695384,10.362457442482139,2.480459425105585,3.162989816147604,1.2763256811815438,2.375232207565673,4.234075585524414,3.2909494665536765,0.0,2.1200851578342714,1.2197940277202,2.637354467360322,2.3325302309785814,2.4271600440793364,2079.8906304918614,5.222009109441171,3.4156832620802553,72.89103501576054,3.5112578274591346,2.959680310249549,3.8551936754266203,16.32630621011936,8.692845994278283,3.855901115365919,8.903024812944079,3.115759819648609,2.816849060417623,2.853812530338372,2.4506439367111374,1.9237830394851962,2.319940814222206,2.2091702962789768,3.0
2020-03-16,1.1829406238788813,inf,3.0,1.6004531476811517,3.055045302354875,1.757244569429325,2.072597598777852,3.0,1.8379332339580776,1.9652210706763475,1.6598842669953366,1.2920296742201791,2.5195611132362905,3.1799317588818012,6.879170120145567,2.637354467360322,5.128533874054364,1.5645062839022477,0.733951626354678,2.526045628785685,4.414768604572713,1.7361910336077186,1.540410687166489,0.8107144632819592,1.8927892607143724,1.0686215613240666,6.389976654657373,2.1361583713285786,1.9966717604492485,1.1460212810531445,3.918829307556414,2.5006342099930277,2.5851713299725727,inf,1.5436732392610653,1.2920296742201791,7.925780387433421,3.2994787163985837,5.128533874054364,2.2322185911088823,9.31885115851617,3.0,3.0514902935646253,1.4181197392703855,1.1605584217036247,4.238370186073919,4.474727791830828,,2.2959277298695384,1.8927892607143724,2.637354467360322,2.7161353649143907,2.757431363555117,1913.7713005657388,4.518680544959114,3.2391337019833037,65.59400971582903,3.2802496958213574,3.0468980077507006,3.4934332061507467,12.76706165516372,7.50702118051689,3.1468821775210687,9.306271920600015,3.89920770666577,1.7326957864004258,2.934364679491826,2.3604729623910616,2.4465748877584934,2.0776794204129545,1.920763526418009,3.1489639924753545
